ppm	X1	X2	X3	X4	X5	X6
5.86322	11.51	-73.965	56.116	-15.372	29.173	153.207
5.8628	-49.028	-3.207	-24.5	33.934	58.962	30.167
5.86237	32.588	-135.479	21.754	24.164	-46.011	-2.869
5.86194	187.579	-104.603	18.306	95.708	3.385	30.915
5.86152	128.596	-33.927	87.309	147.857	140.425	118.631
5.86109	-84.737	-113.845	195.899	193.074	156.264	94.449
5.86067	20.959	-32.475	13.019	196.832	57.529	55.703
5.86024	28.256	-79.064	-62.699	176.072	-104.221	170.589
5.85981	3.528	-69.302	-103.305	209.254	-31.035	-19.512
5.85939	-39.211	32.447	-142.998	49.918	144.161	-134.18
5.85896	-145.349	43.347	-60.675	3.214	109.17	96.579
5.85853	-54.487	-104.476	-168.881	-2.616	89.549	127.997
5.85811	33.881	93.801	-57.543	12.098	246.538	111.52
5.85768	27.765	132.793	-43.836	-34.491	140.622	163.359
5.85725	-54.365	62.949	5.919	-43.363	78.265	169.128
5.85683	-135.372	160.786	83.283	-106.915	143.21	139.565
5.8564	-1.649	111.71	52.91	-251.313	108.946	-6.221
5.85597	-138.39	-54.108	-93.095	-194.564	131.245	-181.677
5.85555	-204.369	-148.08	-215.299	4.904	286.877	-114.537
5.85512	-34.421	-171.312	-15.284	35.498	184.966	-20.343
5.8547	-79.845	-19.205	100.589	163.523	175.489	-9.664
5.85427	-193.492	25.246	50.573	84.31	142.314	62.932
5.85384	-222.468	51.319	156.776	153.291	38.45	67.744
5.85342	-125.626	72.394	188.186	52.688	143.969	-65.319
5.85299	-12.111	150.229	80.643	157.634	37.956	-25.802
5.85256	8.151	73.325	20.868	-27.145	-106.016	154.996
5.85214	-123.753	12.371	43.651	5.946	-160.336	33.719
5.85171	-175.791	19.462	46.099	-10.295	-149.31	-41.108
5.85128	-39.425	125.469	107.867	5.938	-41.237	-54.098
5.85086	-82.554	134.207	129.17	86.875	87.248	-81.739
5.85043	-45.953	44.223	160.321	34.524	127.916	19.093
5.85001	93.825	117.193	58.814	18.115	99.51	11.431
5.84958	-21.015	54.156	14.278	-122.47	111.922	-62.377
5.84915	-78.68	-17.523	80.388	-81.165	104.705	-24.15
5.84873	-77.226	-43.429	-166.771	-21.941	164.413	-6.449
5.8483	15.399	102.776	-207.759	43.793	189.952	-47.462
5.84787	9.159	-35.933	-83.349	134.849	126.263	58.911
5.84745	-185.852	13.814	-27.671	-99.824	38.617	196.076
5.84702	-94.308	-1.454	52.984	7.08	81.402	174.975
5.84659	67.049	-48.953	-112.475	-22.053	47.451	5.64
5.84617	118.369	0.17	-60.158	-15.389	105.394	4.667
5.84574	25.175	-7.558	94.792	-10.873	88.973	-100.705
5.84532	-3.383	93.389	98.311	5.319	71.321	-112.593
5.84489	34.193	-50.07	103.886	126.698	116.873	-20.334
5.84446	-158.242	-8.589	-8.389	179.261	91.042	51.36
5.84404	-108.573	15.956	67.368	85.035	-7.008	123.399
5.84361	-82.608	-18.241	53.31	185.647	-42.467	166.784
5.84318	28.504	-159.155	24.48	158.172	10.954	64.753
5.84276	-48.58	-162.525	30.125	15.017	-128.898	1.408
5.84233	-32.084	-73.695	36.545	-53.288	-56.788	-140.024
5.8419	125.147	-14.124	-84.921	-48.818	-61.761	-61.135
5.84148	34.062	-60.585	-176.769	-102.571	-119.575	2.259
5.84105	-71.704	-10.586	-38.914	-125.702	-74.426	19.448
5.84062	-117.692	103.293	46.977	-74.302	-25.724	-16.037
5.8402	-87.102	39.475	39.428	-88.652	-137.516	-128.18
5.83977	100.595	-129.236	17.255	-133.655	-55.124	-219.734
5.83935	75.968	-105.542	68.374	-30.654	29.791	-188.042
5.83892	84.491	-65.714	-0.381	-16.583	20.297	-170.569
5.83849	195.933	52.119	-58.571	-32.681	16.499	-47.189
5.83807	125.596	-67.192	-147.061	-48.452	93.697	-4.871
5.83764	59.298	108.148	-95.672	63.634	28.776	3.652
5.83721	-102.515	29.413	5.922	-45.401	-131.234	12.038
5.83679	-9.28	42.888	45.506	-195.635	-112.962	137.135
5.83636	-76.47	44.659	194.543	-265.935	-155.478	4.207
5.83593	-149.491	16.659	170.181	-87.244	-81.48	88.282
5.83551	-138.616	-0.602	-47.802	2.454	33.991	106.647
5.83508	-60.882	78.62	-106.122	-97.682	33.957	228.973
5.83466	-15.758	45.506	-113.028	-46.349	83.208	85.853
5.83423	4.448	-122.083	82.648	-92.305	146.315	-117.531
5.8338	86.037	-62.356	59.222	-48.226	171.403	-126.037
5.83338	107.801	-21.285	67.173	68.55	111.599	-238.412
5.83295	18.335	16.329	89.242	-7.9	57.091	-249.839
5.83252	-16.854	87.293	16.343	-78.761	-30.634	-172.391
5.8321	20.236	76.128	-130.415	-10.599	-64.129	57.782
5.83167	107.932	-9.053	-119.526	-87.146	3.684	53.383
5.83124	164.836	-102.065	-101.401	34.114	-121.444	32.021
5.83082	229.311	-6.098	-7.642	37.6	-86.583	-27.743
5.83039	169.062	160.623	44.301	97.466	-94.746	77.757
5.82997	86.024	118.46	-0.517	156.413	-106.225	302.518
5.82954	-104.322	-27.541	-45.916	113.634	-70.028	200.854
5.82911	-75.622	77.323	107.758	36.684	-3.387	175.812
5.82869	23.189	9.073	189.121	58.086	-25.975	321.695
5.82826	-123.242	-111.554	67.085	-2.59	-147.647	312.221
5.82783	-40.84	-84.701	47.783	-163.706	-1.205	304.852
5.82741	40.578	-6.593	137.74	-148.191	-20.685	37.206
5.82698	-39.038	-122.44	171.444	38.66	34.096	-76.428
5.82655	116.054	-159.693	78.308	49.299	69.557	-116.442
5.82613	3.156	-92.215	143.97	52.225	-62.496	-136.888
5.8257	-84.84	-150.697	13.513	95.085	21.332	-60.657
5.82528	-110.398	-17.998	-4.225	-51.631	74.806	-96.08
5.82485	27.891	22.322	29.903	-101.13	166.47	-35.837
5.82442	33.547	90.535	-79.291	32.262	135.346	-141.268
5.824	-17.089	113.484	-174.671	33.033	82.924	-120.369
5.82357	-17.962	3.603	-157.418	-18.277	117.968	-60.986
5.82314	-31.545	31.781	-134.728	-37.514	-22.856	-62.021
5.82272	-63.091	4.248	-54.347	-188.697	68.126	-0.148
5.82229	-32.332	-74.308	8.288	-110.769	106.262	21.37
5.82186	54.996	-71.312	26.995	-155.982	84.731	-58.027
5.82144	183.118	-112.672	1.335	-104.991	-15.753	-37.671
5.82101	159.748	-127.689	-80.924	124.829	-87.599	-130.085
5.82058	22.103	-45.025	-190.808	205.686	47.544	-53.668
5.82016	-60.084	-30.875	-133.714	93.81	14.827	-27.061
5.81973	72.434	-23.12	68.003	148.416	103.126	8.798
5.81931	104.272	-79.584	8.796	-0.22	228.668	12.98
5.81888	101.263	-99.742	-98.032	-60.302	206.247	35.706
5.81845	70.144	-122.088	-74.243	-27.228	159.43	24.543
5.81803	-117.479	-53.033	-18.589	65.056	55.517	-199.696
5.8176	-86.719	-40.08	78.624	167.89	207.658	-153.608
5.81717	34.315	19.139	-31.446	92.449	55.469	-126.959
5.81675	93.517	78.04	26.484	148.892	18.54	-158.772
5.81632	17.446	50.121	114.215	219.368	25.972	18.499
5.81589	-1.182	125.519	141.599	146.977	-111.536	-26.031
5.81547	118.787	65.906	93.817	92.951	-137.599	8.082
5.81504	132.837	61.559	-10.184	121.175	-8.666	-84.028
5.81462	-46.625	-3.454	-25.082	26.949	42.679	-70.714
5.81419	-75.082	4.675	-9.607	-60.714	-9.466	13.451
5.81376	53.392	-85.34	-35.283	-46.965	-85.986	134.468
5.81334	137.731	-167.124	-84.753	-117.835	-72.742	-54.791
5.81291	112.344	-91.906	-67.189	34.428	-25.837	-226.094
5.81248	170.559	31.017	-19.012	12.077	97.47	-125.803
5.81206	-8.615	-37.426	-95.777	84.845	-160.131	-15.788
5.81163	-73.634	32.704	-67.198	41.325	-210.299	67.121
5.8112	-132.315	-58.629	67.656	-138.835	-88.463	-48.717
5.81078	-30.439	-146.387	-16.683	-53.007	-94.342	7.196
5.81035	-15.385	-187.604	23.898	-12.143	-188.43	4.427
5.80993	-20.878	-96.266	67.626	19.544	-76.393	67.63
5.8095	160.918	-108.566	-27.198	10.24	-2.573	57.701
5.80907	165.521	-27.089	0.67	77.098	-85.631	149.394
5.80865	-57.526	110.389	-34.927	104.316	-62.845	188.081
5.80822	-31.91	17.934	-15.009	13.894	-63.767	113.931
5.80779	64.124	-34.882	9.818	97.092	122.402	180.695
5.80737	121.902	81.398	-5.251	40.391	62.586	78.396
5.80694	28.039	8.61	33.382	25.661	157.373	-24.901
5.80651	-124.547	111.699	-74.544	31.816	65.024	-42.497
5.80609	-51.72	186.713	-75.175	-84.094	-38.987	-80.732
5.80566	34.586	53.336	-28.672	-34.883	176.181	-131.176
5.80523	-8.888	-57.449	-237.12	-32.217	230.016	-131.62
5.80481	-234.436	94.968	-117.808	-30.123	98.962	-47.729
5.80438	-82.524	194.211	12.167	-3.32	41.57	-65.196
5.80396	22.848	148.079	55.612	-37.611	8.783	52.12
5.80353	-12.227	16.959	57.737	-74.647	-32.604	87.744
5.8031	67.44	-18.774	22.792	-55.166	-96.449	134.86
5.80268	122.059	79.616	10.838	-13.547	75.296	148.416
5.80225	57.325	65.982	37.382	-61.077	204.294	178.638
5.80182	-66.244	-1.099	-37.38	-72.619	99.112	150.866
5.8014	-146.057	121.161	-62.518	-1.023	-222.046	179.19
5.80097	-158.52	145.819	-153.69	-11.373	-125.598	143.568
5.80054	-146.087	70.026	-125.016	77.054	-87.405	122.168
5.80012	-111.32	1.205	-151.309	200.504	51.575	92.744
5.79969	-89.905	-139.296	-91.528	222.807	-12.716	38.923
5.79927	-160.756	-192.476	157.92	-27.929	-143.262	-24.817
5.79884	-168.934	-55.205	129.062	-115.754	-190.363	-54.498
5.79841	-66.058	-60.012	-63.684	-104.046	-102.406	135.263
5.79799	62.846	-45.415	-51.16	-179.544	-78.109	151.13
5.79756	16.079	46.333	-81.313	-202.047	25.242	151.363
5.79713	39.537	-109.598	81.351	-159.174	-59.092	123.855
5.79671	51.105	-122.537	86.202	-111.612	-180.856	149.77
5.79628	82.384	-39.462	39.208	-61.893	-150.571	-43.119
5.79585	83.027	-32.549	35.605	-31.565	-174.289	-42.501
5.79543	11.297	25.923	14.309	51.943	119.945	11.791
5.795	-50.129	-35.017	-13.883	-48.526	147.209	117.693
5.79458	-76.389	-45.695	-6.488	-123.79	116.254	94.074
5.79415	45.423	-1.484	-74.408	-52.475	171.569	-17.605
5.79372	4.979	-111.59	-12.067	60.853	162	-109.902
5.7933	58.827	-143.174	-45.411	96.224	-21.834	-137.065
5.79287	72.888	73.183	42.277	-90.135	-5.537	-42.322
5.79244	-73.071	-25.593	-82.021	-59.559	131.403	4.787
5.79202	-82.628	63.468	-220.784	-58.418	200.261	119.094
5.79159	-63.694	49.431	-273.656	-112.819	70.226	13.728
5.79116	-1.135	-44.934	-163.075	32.155	95.332	-126.933
5.79074	-22.94	108.724	-230.346	-47.271	0.701	-67.616
5.79031	-158.241	157.288	-255.608	9.278	-164.247	129.555
5.78989	-67.809	78.91	-61.347	-180.022	-195.045	0.27
5.78946	63.262	5.886	19.282	-228.473	-101.032	-9.866
5.78903	33.036	-151.048	88.998	-126.421	49.029	2.704
5.78861	16.84	-47.941	15.627	-99.504	-8.93	61.596
5.78818	79.254	101.209	-56.573	-106.032	106.926	35.103
5.78775	3.072	86.36	-23.98	-56.76	56.754	111.622
5.78733	39.547	143.272	-12.299	33.51	-9.227	201.336
5.7869	-3.099	27.83	173.349	10.153	-72.71	125.552
5.78647	-128.07	-40.922	95.249	-52.794	-93.539	-4.095
5.78605	-40.307	-209.273	45.193	-21.836	-148.032	-76.978
5.78562	-68.646	13.596	50.43	134.646	-200.63	63.543
5.78519	-53.275	75.206	-24.617	92.555	-362.448	45.276
5.78477	32.423	-33.489	-8.244	-2.519	-309.13	130.997
5.78434	-5.274	-30.288	114.605	61.554	12.485	22.196
5.78392	-109.307	-102.935	183.165	214.559	-85.012	-69.805
5.78349	-11.265	-23.601	160.378	0.541	-118.852	-79.696
5.78306	-71.907	-66.83	12.486	-211.524	43.649	-194.044
5.78264	-19.199	-28.391	-126.441	-53.836	-5.385	-175.042
5.78221	-35.099	41.287	-100.765	3.242	19.153	-100.131
5.78178	56.195	-58.896	-109.875	-45.6	19.13	-90.975
5.78136	46.381	-124.119	-200.26	48.828	60.125	-51.034
5.78093	113.494	-290.298	-156.043	62.27	-22.132	-16.342
5.7805	47.543	-195.04	30.123	91.31	-172.985	45.34
5.78008	-23.913	-31.139	-9.347	93.395	-69	114.767
5.77965	-51.303	-84.916	-7.823	-93.268	-175.42	53.462
5.77923	-162.28	-35.615	77.219	-42.575	-70.657	199.878
5.7788	-101.404	-118.135	120.84	-59.495	91.887	208.035
5.77837	-40.206	-107.247	85.492	-87.719	100.418	128.405
5.77795	42.405	-118.715	142.91	-163.696	170.035	62.819
5.77752	-39.423	28.33	87.304	-68.543	20.958	-106.344
5.77709	55.494	41.515	74.051	-116.744	-22.475	-138.486
5.77667	176.175	113.325	55.369	-86.072	-15.725	-187.461
5.77624	142.574	140.659	68.673	-272.02	9.991	19.009
5.77581	164.824	171.111	-12.481	-74.973	134.176	139.995
5.77539	154.689	159.809	-14.903	129.846	215.81	-21.981
5.77496	45.785	142.783	4.378	52.688	143.135	25.181
5.77454	98.269	68.145	111.077	-6.38	-27.303	16.908
5.77411	84.454	111.76	21.792	65.667	84.356	-75.906
5.77368	25.399	143.99	-76.507	128.958	-9.783	-222.357
5.77326	-41.359	-35.741	-96.226	181.66	9.259	-135.163
5.77283	-18.395	-136.262	-56.519	8.743	51.933	-79.464
5.7724	41.962	16.388	-20.988	12.561	-115.314	51.831
5.77198	100.43	-29.711	47.167	206.731	-29.792	136.117
5.77155	156.449	-41.145	19.247	99.836	-63.039	27.712
5.77112	114.069	91.222	-123.253	-57.91	-129.688	-87.178
5.7707	58.057	124.592	17.964	-181.78	-283.534	-65.742
5.77027	-13.34	216.851	25.169	-46.634	-153.784	20.081
5.76984	35.669	108.348	33.306	81.026	-134.462	-73.961
5.76942	33.363	3.081	43.133	173.873	-15.469	-134.391
5.76899	-37.875	-117.992	68.543	69.144	19.434	-29.293
5.76857	-38.351	-185.982	58.646	12.148	48.584	-0.822
5.76814	96.548	-177.974	92.646	-148.424	112.831	-192.007
5.76771	122.28	-52.047	108.152	-162.907	-86.413	-357.23
5.76729	-129.848	150.563	147.736	-120.177	-175.195	-245.166
5.76686	-144.429	174.002	48.048	-141.311	-69.833	-70.912
5.76643	107.909	196.283	21.207	-129.116	-13.049	2.609
5.76601	73.126	97.599	-31.323	-145.721	-51.432	-142.478
5.76558	11.8	-10.447	-30.336	-103.919	48.207	-77.864
5.76515	-46.775	-51.439	114.954	-9.009	100.509	29.617
5.76473	-11.342	90.169	73.369	60.304	105.407	-89.855
5.7643	2.521	77.768	42.703	-67.407	-121.426	-220.606
5.76388	64.497	-143.339	31.122	8.502	-193.964	-166.638
5.76345	93.808	-166.43	-97.992	58.098	-78.326	-160.689
5.76302	91.299	-92.237	-117.308	-34.948	-140.314	-32.355
5.7626	57.091	42.807	92.453	-105.056	-102.714	-16.236
5.76217	42.711	108.72	46.859	17.375	-147.007	-48.431
5.76174	-73.856	49.648	20.712	-3.455	-104.345	-13.56
5.76132	92.35	1.564	172.488	19.992	40.373	13.114
5.76089	59.861	126.239	109.751	72.812	-132.367	33.835
5.76046	57.114	-8.664	-24.72	-20.104	-33.333	139.983
5.76004	154.209	-157.462	35.181	-65.518	67.896	167.138
5.75961	74.789	-148.888	17.129	-79.431	149.973	216.863
5.75919	10.063	-66.092	74.948	-105.774	158.919	187.363
5.75876	57.874	-90.079	248.171	-93.394	125.167	93.974
5.75833	49.411	-117.562	42.183	-88.215	136.448	17.6
5.75791	-28.08	-73.884	-115.356	-134.037	107.665	-71.702
5.75748	-60.169	96.949	-171.09	-58.891	-103.66	72.182
5.75705	-143.879	327.579	-161.906	-187.058	-99.925	72.579
5.75663	-128.143	236.687	-13.24	-138.224	-129.03	-39.066
5.7562	58.507	140.546	81.001	73.693	-47.865	32.885
5.75577	51.727	50.461	62.506	5.878	-36.625	66.912
5.75535	-83.915	21.837	-26.418	-47.632	-233.195	-66.708
5.75492	-66.057	-53.351	76.322	106.157	-321.849	-99.019
5.7545	-13.287	-85.697	192.117	36.38	-149.653	-147.041
5.75407	58.489	-114.905	70.911	-37.615	-153.204	10.885
5.75364	50.173	-106.732	27.408	105.146	-130.42	80.16
5.75322	-109.532	20.755	-38.853	71.783	21.346	41.629
5.75279	-116.305	81.371	-92.091	73.433	129.789	143.16
5.75236	-207.992	29.961	-99.689	7.386	114.667	198.392
5.75194	-152.382	15.044	-117.194	-117.107	-5.357	208.233
5.75151	-7.666	-43.173	-162.502	-135.419	31.679	166.699
5.75108	30.561	-158.745	-58.11	22.673	-26.062	73.922
5.75066	17.029	-166.061	64.72	36.611	48.152	149.756
5.75023	52.736	-223.104	-59.828	-57.303	-1.043	173.772
5.7498	-63.19	-254.743	-137.701	-43.293	-10.851	-67.896
5.74938	-66.773	4.059	-153.32	102.151	68.323	-126.71
5.74895	-95.526	54.135	-85.853	12.859	109.321	-151.661
5.74853	-43.502	-54.338	-3.99	85.304	210.613	-16.501
5.7481	40.942	-74.822	73.649	35.813	178.429	86.594
5.74767	41.408	9.381	-4.265	-148.184	76.902	-33.838
5.74725	71.413	46.937	-69.031	-112.345	-129.797	-115.237
5.74682	44.737	-29.282	-29.196	115.127	-173.501	44.475
5.74639	-111.916	-165.96	-35.096	178.696	-62.988	-39.551
5.74597	-154.907	-123.04	-189.678	16.301	-45.668	-27.74
5.74554	-3.226	14.578	-128.273	45.164	-119.652	-134.478
5.74511	-67.502	-11.753	-146.586	30.095	-156.859	22.366
5.74469	-18.402	-85.262	-55.938	-50.906	-72.151	85.021
5.74426	111.612	11.851	-118.636	30.668	18.448	87.9
5.74384	230.815	64.816	-171.172	-49.904	7.81	2.006
5.74341	146.632	-23.86	-54.973	120.788	-109.837	73.142
5.74298	15.146	-20.126	61.701	227.23	-102.155	49.121
5.74256	-88.646	-42.408	23.91	39.322	-49.624	10.747
5.74213	-113.172	-153.615	68.913	-99.031	38.64	40.085
5.7417	-15.764	-204.982	-74.165	-14.959	141.939	-45.216
5.74128	-8.076	-77.704	-84.617	19.343	150.327	-15.766
5.74085	17.388	-175.788	-25.538	-112.334	146.109	101.116
5.74042	5.992	-151.714	-59.265	-101.261	123.007	-27.916
5.74	-145.145	-99.677	-25.339	-66.278	-98.016	-64.925
5.73957	-120.216	-8.27	58.504	-34.112	-42.809	72.411
5.73915	-16.175	23.563	65.85	-83.054	-16.164	94.902
5.73872	92.731	63.379	24.172	-146.268	38	119.367
5.73829	-90.857	103.992	38.374	-40.935	103.115	110.834
5.73787	-80.992	8.34	96.644	14.189	-136.933	5.242
5.73744	176.862	23.891	52.322	-49.07	-84.756	-37.524
5.73701	127.065	67.782	155.606	-49.614	-55.86	-58.417
5.73659	41.268	-39.291	88.628	-73.667	47.053	-39.236
5.73616	102.073	-32.1	24.446	-137.69	150.608	23.198
5.73573	40.348	66.455	-126.314	-16.106	156.006	141.535
5.73531	59.026	91.906	-83.671	92.929	18.93	178.531
5.73488	116.502	105.764	-149.593	220.686	16.268	-32.314
5.73445	137.73	163.151	-193.976	141.871	106.624	-99.125
5.73403	141.054	137.918	-202.821	8.063	110.606	-38.134
5.7336	-5.829	89.614	-182.283	-41.298	123.027	-125.948
5.73318	99.528	-55.301	-73.914	27.548	-70.819	-256.477
5.73275	51.966	114.375	-182.164	91.484	-48.567	-111.686
5.73232	-52.564	257.349	-148.928	69.896	-104.235	46.069
5.7319	-44.45	28.511	-158.464	79.204	-104.515	252.397
5.73147	42.782	-79.556	-20.993	237.403	-94.4	88.073
5.73104	125.93	50.24	38.209	128.974	-59.113	-70.299
5.73062	152.151	126.272	65.519	67.45	-59.153	-92.753
5.73019	185.339	79.149	90.923	151.92	-81.019	47.839
5.72976	61.024	-60.827	36.713	184.353	75.689	84.323
5.72934	38.165	-107.753	24.966	108.473	-112.351	10.198
5.72891	-39.384	-57.747	-1.767	105.552	-116.181	-158.297
5.72849	55.462	-5.426	-75.741	101.249	66.11	9.818
5.72806	-4.74	70.091	-115.497	12.475	38.755	225.309
5.72763	124.154	2.203	-22.82	-68.126	176.597	139.006
5.72721	138.708	145.365	53.329	14.404	23.307	124.107
5.72678	-43.871	142.143	90.378	-18.8	143.298	172.644
5.72635	-235.576	80.539	-15.548	-127.974	212.357	15.937
5.72593	-39.673	109.882	-98.511	-99.488	166.998	-70.545
5.7255	30.186	-25.03	-26.509	-93.787	101.673	-138.056
5.72507	31.581	49.683	51.466	165.571	-20.617	-214.587
5.72465	5.544	3.344	-38.649	210.666	32.319	-49.29
5.72422	1.726	-260.343	70.377	73.556	-14.717	-22.448
5.7238	80.917	-239.206	116.183	131.769	33.182	-61.988
5.72337	157.279	-126.701	154.103	197.326	167.091	55.943
5.72294	218.527	-39.517	87.024	163.714	99.228	-48.247
5.72252	61.384	42.57	75.524	91.449	120.592	17.995
5.72209	63.568	-35.366	46.471	67.658	27.58	44.26
5.72166	32.323	91.089	-42.221	79.525	-113.447	-17.715
5.72124	-94.557	92.822	5.798	70.088	-193.511	-56.466
5.72081	-72.472	-42.994	133.361	176.126	-163.782	-115.932
5.72038	8.31	37.683	217.634	239.379	-113.811	-76.865
5.71996	-28.538	35.811	155.176	57.548	-96.798	-103.157
5.71953	-79.481	-44.685	66.481	28.074	-99.098	11.391
5.71911	133.654	-113.538	-0.583	148.116	-30.253	35.407
5.71868	275.838	-43.139	-99.466	9.569	30.401	53.004
5.71825	153.949	-72.59	-17.442	-183.042	-87.623	-20.778
5.71783	168.21	-59.191	173.719	-34.892	-29.251	-137.748
5.7174	67.365	-83.009	144.506	-49.868	-33.781	-205.793
5.71697	-62.167	-122.904	42.799	-44.19	-44.372	-188.943
5.71655	-67.547	-169.168	-65.983	-19.011	72.206	95.832
5.71612	-127.869	-87.284	-135.766	30.437	18.102	52.347
5.71569	-29.823	12.858	-148.635	37.008	163.471	-51.612
5.71527	-15.813	-33.036	-31.766	-33.621	129.498	-66.224
5.71484	-184.051	-52.841	-36.117	67.907	83.439	-102.791
5.71441	-223.115	-25.045	-3.196	-22.185	-42.15	45.907
5.71399	-189.647	57.266	-44.98	-67.181	-139.155	79.553
5.71356	-225.336	140.2	-22.829	-125.102	22.688	51.387
5.71314	-107.05	19.158	-52.524	-142.556	100.34	25.817
5.71271	-45.997	-131.866	-127.229	-94.71	97.52	53.096
5.71228	-55.167	-236.017	-77.75	-95.598	155.544	183.284
5.71186	34.862	-114.666	15.733	-58.524	129.854	90.405
5.71143	30.544	41.615	-11.52	-85.192	1.229	21.235
5.711	19.582	-97.607	-82.318	-9.828	54.407	-29.225
5.71058	-2.523	-76.166	-4.446	64.08	44.786	34.824
5.71015	-179.835	25.95	-38.767	133.157	-97.299	7.613
5.70972	-158.443	60.434	-39.301	92.949	43.622	173.537
5.7093	-110.82	31.743	-25.683	71.859	117.884	47.379
5.70887	-5.361	90.012	-111.252	15.285	-6.555	-90.058
5.70845	8.103	54.2	-111.149	-6.818	-35.625	2.285
5.70802	17.657	75.231	-8.652	-101.123	27.879	-61.616
5.70759	-4.967	176.62	46.072	-24.182	70.58	-151.01
5.70717	89.09	202.159	-3.647	148.253	-21.095	-162.189
5.70674	6.831	47.163	2.248	122.309	101.062	-134.599
5.70631	-157.67	26.316	1.97	106.83	301.538	-132.222
5.70589	-91.85	42.994	-95.386	33.702	145.235	-14.773
5.70546	-1.918	-11.357	-135.871	-15.726	48.346	-64.513
5.70503	-61.932	-23.641	-67.368	-25.912	-27.081	-143.265
5.70461	150.064	-34.106	-26.746	-103.889	-52.915	-41.881
5.70418	139.578	-107.136	-106.799	-38.152	-8.512	-45.774
5.70376	27.738	-135.065	57.094	17.768	3.392	-55.536
5.70333	99.345	-7.462	23.407	-155.77	70.733	26.117
5.7029	25.695	-152.585	73.717	-220.297	47.162	-159.753
5.70248	117.649	-148.241	29.813	-318.695	37.919	-116.714
5.70205	84.859	-135.275	40.433	-163.109	-134.468	-41.594
5.70162	21.629	-6.842	71.339	-61.426	-86.936	100.278
5.7012	-75.407	15.478	-67.291	-111.523	-19.699	71.019
5.70077	-97.444	-115.675	-115.964	-101.278	84.588	72.672
5.70034	-67.921	-75.17	-111.158	-204.96	67.31	166.4
5.69992	-86.299	-169.577	-137.596	-125.021	-1.038	155.153
5.69949	-41.264	-78.071	-21.869	3.33	-101	48.547
5.69907	-65.622	36.813	167.709	58.528	-66.953	62.467
5.69864	-98.759	100.226	140.244	82.994	30.312	7.745
5.69821	74.73	-30.484	97.277	-90.315	-77.121	139.314
5.69779	193.802	-89.101	98.564	-169.585	-165.888	67.773
5.69736	79.005	-16.678	144.649	-154.896	-49.964	104.785
5.69693	82.607	7.937	15.732	-51.744	138.625	47.57
5.69651	-44.505	88.579	65.4	52.267	182.296	68.533
5.69608	17.066	52.381	105.876	69.578	112.749	111.339
5.69565	-21.59	143.366	26.61	-98.446	2.211	-12.798
5.69523	-44.589	-14.253	-12.28	-72.557	-44.197	174.595
5.6948	4.535	24.228	26.144	-59.891	-19.228	191.993
5.69437	-128.637	-27.857	142.843	-27.278	-116.058	111.515
5.69395	62.028	-52.717	45.041	-79.329	-63.233	30.978
5.69352	48.486	29.995	10.32	-183.736	-44.478	155.002
5.6931	19.253	-27.571	-24.703	-169.479	-55.535	272.409
5.69267	26.097	30.867	-63.31	-134.908	71.348	144.317
5.69224	10.431	13.296	-123.811	-102.351	233.401	75.227
5.69182	37.586	73.975	-50.652	-151.203	45.712	216.436
5.69139	-58.677	116.21	-139.48	-41.423	-36.738	193.483
5.69096	74.42	69.451	-105.513	39.263	-111.776	128.021
5.69054	-72.803	64.95	23.71	-42.871	-96.661	125.027
5.69011	-1.935	-0.377	-38.205	5.855	63.846	-51.346
5.68968	-35.166	-39.667	-88.436	-19.16	114.102	-84.451
5.68926	-81.028	66.935	-12.452	82.587	-23.601	86.648
5.68883	32.362	12.405	-99.784	62.19	-104.848	87.257
5.68841	-42.065	131.699	-55.81	195.528	-9.591	-141.939
5.68798	62.099	67.377	86.31	83.844	-138.43	-116.445
5.68755	55.046	107.458	33.938	-38.124	-40.22	228.253
5.68713	104.81	91.656	9.473	-60.609	-3.892	95.386
5.6867	-60.178	204.811	-63.107	-67.824	-0.334	-186.39
5.68627	-56.155	99.472	-46.659	30.296	124.167	-183.749
5.68585	112.574	-23.176	-47.956	183.597	44.57	-4.199
5.68542	148.904	39.941	-88.532	81.382	-9.961	24.303
5.68499	226.669	71.222	-64.665	109.259	-55.084	-43.658
5.68457	104.334	82.849	-0.234	-48.82	-15.882	54.711
5.68414	66.322	-129.183	23.986	-139.872	-63.686	37.115
5.68372	46.135	-88.522	96.226	-111.751	-78.464	-60.968
5.68329	-45.434	16.387	24.003	2.936	34.917	197.766
5.68286	-90.928	-84.482	70.797	40.137	64.362	165.715
5.68244	-72.812	-122.398	55.621	-31.479	56.205	53.303
5.68201	-67.291	-86.921	-18.004	-16.626	-77.962	-62.541
5.68158	107.637	-52.793	-81.606	25.761	-41.905	-121.716
5.68116	137.738	-18.916	-11.108	-17.621	-1.603	-147.723
5.68073	24.329	35.244	33.379	-100.113	2.987	-80.923
5.6803	-27.485	-127.311	91.859	-55.219	-15.227	27.742
5.67988	19.141	-109.423	-57.504	168.365	66.375	67.919
5.67945	-26.079	31.338	-79.896	8.924	28.194	-36.289
5.67902	-57.72	-54.633	-121.375	-27.781	-129.257	-34.593
5.6786	-236.916	-91.435	-35.557	-49.567	-128.77	37.622
5.67817	-118.367	-53.483	57.112	-11.813	84.232	53.048
5.67775	105.059	-49.571	-153.115	48.784	-15.559	257.121
5.67732	168.042	15.776	-237.555	-14.385	-18.912	210.199
