Metabolite,pos_in_ppm,couple_code,J_constant,no_of_protons,overwrite_pos,overwrite_var,overwrite_truncation,Include_multiplet
Methyl isobutyl ketone,2.42,"1,1","7.15,0.55",2,n,n,n,1
Methyl propenyl ketone,6.12,"1,1","15.88,1.10 ",1,n,n,n,1
Methyl propenyl ketone,2.28,0,0,2,n,n,n,1
Methyl propenyl ketone,1.92,"1,1","6.86,1.10 ",2,n,n,n,1
Methylacetoacetic acid,2.3,0,,3,n,n,n,1
Methylacetoacetic acid,3.72,0,,2,n,n,n,1
Methylacetoacetic acid,3.74,0,,3,n,n,n,1
Methylamine,2.59,0,,3,n,n,n,1
Methylglutaric acid,0.914,1,6.31,3,n,n,n,1
Methylguanidine,2.833,0,,3,n,n,n,1
Methylguanidine,3.366,0,,3,n,n,n,1
Methylhippuric acid,3.75,0,,3,n,n,n,1
Methylhippuric acid,4.12,0,,2,n,n,n,1
Methylhippuric acid,7.85,"1,1","8.45,1.29",2,n,n,n,1
Methylimidazoleacetic acid,3.49,0,,2,n,n,n,1
Methylimidazoleacetic acid,3.73,0,,3,n,n,n,1
Methylimidazoleacetic acid,7.01,0,,1,n,n,n,1
Methylimidazoleacetic acid,7.89,0,,1,n,n,n,1
Methylmalonic acid,1.23,1,7.35,3,n,n,n,1
Methylmalonic acid,3.16,3,7.27,1,n,n,n,1
Methylsuccinic acid,1.073,1,7,3,n,n,n,1
Methylsuccinic acid,2.112,"1,1","14.27,9.96",1,n,n,n,1
Methylsuccinic acid,2.514,"1,1","14.30,5.24",1,n,n,n,1
Metoprolol,1.36,2,7.31,6,n,n,n,1
Metoprolol,2.8,2,7.01,2,n,n,n,1
Metoprolol,3.19,2,9.87,1,n,n,n,1
Metoprolol,3.34,0,,3,n,n,n,1
Metoprolol,3.54,"2,1","7.10,0.92",2,n,n,n,1
Metoprolol,4,"1,1","9.53,4.34",1,n,n,n,1
Metoprolol,6.79,1,8.65,2,n,n,n,1
Metoprolol,7.09,"1,1","8.69,2.33",2,n,n,n,1
Mevalonic acid,1.365,0,,3,n,n,n,1
Monomethyl glutaric acid,3.69,0,0,3,n,n,n,1
Monomethyl glutaric acid,2.4,2,7.51,2,n,n,n,1
Monomethyl glutaric acid,2.19,3,7.63,2,n,n,n,1
Muramic acid,1.41,"1,1","7.04,2.81",6,n,n,n,1
Muramic acid,2.99,"1,1","10.29,8.47",1,n,n,n,1
Muramic acid,3.28,"1,1","10.59,3.71",1,n,n,n,1
Muramic acid,4.94,1,8.47,1,n,n,n,1
Muramic acid,5.45,1,3.63,1,n,n,n,1
Myoinositol,3.27,2,9.34,1,n,n,n,1
Myoinositol,3.52,"1,1","9.92,2.92",2,n,n,n,1
Myoinositol,3.61,2,9.7,2,n,n,n,1
Myoinositol,4.05,2,2.89,1,n,n,n,1
Myricetin,6.18,1,2.09,1,n,n,n,1
Myricetin,6.37,1,2.09,1,n,n,n,1
Myricetin,7.34,0,,2,n,n,n,1
Myristic acid,0.89,2,6.86,2,n,n,n,1
Myristic acid,2.36,2,7.53,1,n,n,n,1
N-Acetyl-D-glucosamine,5.2,1,3.53,6,n,n,n,1
N-Acetyl-D-glucosamine,4.71,1,8.38,3,n,n,n,1
N-Acetyl-D-glucosamine,2.04,0,0,26,n,n,n,1
N-Acetyl-L-alanine,1.32,1,7.28,3,n,n,n,1
N-Acetyl-L-alanine,2,0,,3,n,n,n,1
N-Acetyl-L-alanine,4.11,2,7.17,1,n,n,n,1
N-Acetyl-L-aspartic acid,7.93,1,6.76,7,n,n,n,1
N-Acetyl-L-aspartic acid,4.4,"1,1,1","9.97,7.66,3.79 ",6,n,n,n,1
N-Acetyl-L-aspartic acid,2.7,"1,1","15.66,3.79 ",6,n,n,n,1
N-Acetyl-L-aspartic acid,2.51,"1,1","15.68,9.97 ",6,n,n,n,1
N-Acetyl-L-aspartic acid,2.03,0,0,17,n,n,n,1
N-Acetyl-L-phenylalanine,1.9,0,,3,n,n,n,1
N-Acetyl-L-phenylalanine,2.91,"1,1","13.91,8.99",1,n,n,n,1
N-Acetyl-L-phenylalanine,3.17,"1,1","13.93,4.92",1,n,n,n,1
N-Acetyl-L-phenylalanine,7.9,1,8.01,1,n,n,n,1
N-Acetyl-L-tyrosine,7.72,1,7.91,7,n,n,n,1
N-Acetyl-L-tyrosine,7.15,1,8.46,19,n,n,n,1
N-Acetyl-L-tyrosine,6.85,1,8.46,19,n,n,n,1
N-Acetyl-L-tyrosine,3.1,"1,1","14.06,4.83 ",6,n,n,n,1
N-Acetyl-L-tyrosine,2.84,"1,1","14.06,8.68 ",6,n,n,n,1
N-Acetyl-L-tyrosine,1.93,0,0,18,n,n,n,1
N-Acetylaspartylglutamic acid,2.4,2,7.59,3,n,n,n,1
N-Acetylaspartylglutamic acid,2.82,"1,1","16.86,5.20",1,n,n,n,1
N-Acetylaspartylglutamic acid,4.43,"1,1","9.05,4.81",1,n,n,n,1
N-Acetylgalactosamine,2.05,1,1.41,7,n,n,n,1
N-Acetylgalactosamine,3.87,1,0,1,n,n,n,1
N-Acetylgalactosamine,3.91,1,0,1,n,n,n,1
N-Acetylgalactosamine,3.93,2,2.29,1,n,n,n,1
N-Acetylgalactosamine,4,1,3.25,1,n,n,n,1
N-Acetylgalactosamine,5.23,1,3.8,1,n,n,n,1
N-Acetylgalactosamine 4-sulphate,2.04,0,,6,n,n,n,1
N-Acetylgalactosamine 4-sulphate,4.05,"1,1","11.22,3.08",1,n,n,n,1
N-Acetylgalactosamine 4-sulphate,4.68,1,1.98,1,n,n,n,1
N-Acetylgalactosamine 4-sulphate,5.26,1,3.63,1,n,n,n,1
N-Acetylglutamic acid,2.22,2,8.03,2,n,n,n,1
N-Acetylglutamic acid,2.02,0,0,4,n,n,n,1
N-Acetyllactosamine,2.04,0,,3,n,n,n,1
N-Acetyllactosamine,5.2,1,2.31,1,n,n,n,1
N-Acetylmannosamine,2.04,0,,3,n,n,n,1
N-Acetylmannosamine,2.08,0,,3,n,n,n,1
N-Acetylmannosamine,3.52,2,9.88,1,n,n,n,1
N-Acetylmannosamine,3.62,2,9.44,1,n,n,n,1
N-Acetylmannosamine,4.04,"1,1","9.85,4.68",1,n,n,n,1
N-Acetylmannosamine,4.31,"1,1","4.68,1.49",1,n,n,n,1
N-Acetylmannosamine,4.44,"1,1","4.37,1.46",1,n,n,n,1
N-Acetylmannosamine,5.02,1,1.6,1,n,n,n,1
N-Acetylmannosamine,5.12,1,1.43,1,n,n,n,1
N-Acetylneuraminic acid,2.05,0,,3,n,n,n,1
N-Acetylneuraminic acid,2.21,"1,1","12.96,4.92",1,n,n,n,1
N-Acetylneuraminic acid,3.52,1,9.08,1,n,n,n,1
N-Acetylneuraminic acid,3.61,"1,1","11.86,6.46",1,n,n,n,1
N-Acetylneuraminic acid,3.84,"1,1","11.86,2.67",1,n,n,n,1
N-Acetylneuraminic acid,3.9,3,9.98,1,n,n,n,1
N-Acetylputrescine,1.98,0,0,1,n,n,n,1
N-Acetylputrescine,3,2,0,1,n,n,n,1
N-Acetylputrescine,3.2,2,6.78,1,n,n,n,1
N-Acetylserine,2.08,0,,2,n,n,n,1
N-Acetylserotonin,1.868,0,,3,n,n,n,1
N-Acetylserotonin,2.844,2,6.77,2,n,n,n,1
N-Acetylserotonin,3.507,3,6.54,1,n,n,n,1
N-Acetylserotonin,6.724,"1,1","8.65,2.29",1,n,n,n,1
N-Acetylserotonin,7.168,1,8.65,1,n,n,n,1
N-Acryloylglycine,3.88,1,5.95,21,n,n,n,1
N-Alpha-ccetyllysine,7.92,1,7.05,5,n,n,n,1
N-Alpha-ccetyllysine,2.99,2,7.55,9,n,n,n,1
N-Alpha-ccetyllysine,2.02,0,0,11,n,n,n,1
N-Methyl-a-aminoisobutyric acid,1.59,0,,3,n,n,n,1
N-Methyl-a-aminoisobutyric acid,3.84,0,,1,n,n,n,1
N-Methylhydantoin,2.92,0,,3,n,n,n,1
N-Methylhydantoin,4.08,0,,2,n,n,n,1
N-Methylnicotinamide,4.48,0,,3,n,n,n,1
N-Methylnicotinamide,8.2,1,6.44,1,n,n,n,1
N-Methylnicotinamide,8.91,1,8.14,1,n,n,n,1
N-Methylnicotinamide,8.97,1,6.16,1,n,n,n,1
N-Methylnicotinamide,9.29,0,,1,n,n,n,1
"N,N-Dimethylformamide",2.85,1,0.77,3,n,n,n,1
"N,N-Dimethylformamide",3.01,1,0.5,3,n,n,n,1
"N,N-Dimethylformamide",7.92,0,,1,n,n,n,1
N6-Acetyl-L-lysine,3.74,2,6.1,1,n,n,n,1
N6-Acetyl-L-lysine,3.19,3,6.61,2,n,n,n,1
N6-Acetyl-L-lysine,1.99,0,0,3,n,n,n,1
NAD,4.434,"1,1","4.91,2.94",1,n,n,n,1
NAD,6.027,1,5.87,1,n,n,n,1
NAD,6.088,1,5.43,1,n,n,n,1
NAD,6.122,1,5.87,1,n,n,n,1
NAD,8.142,0,,1,n,n,n,1
NAD,8.406,0,,1,n,n,n,1
NAD,8.839,1,8.07,1,n,n,n,1
NAD,9.152,1,6.2,1,n,n,n,1
NAD,9.332,0,,1,n,n,n,1
NADH,4.213,1,1.92,1,n,n,n,1
NADH,4.224,1,2.04,1,n,n,n,1
NADH,6.114,1,5.49,1,n,n,n,1
NADH,6.938,1,0.96,1,n,n,n,1
NADH,8.223,0,,1,n,n,n,1
NADH,8.467,0,,1,n,n,n,1
NADP,9.36,0,0,2,n,n,n,1
NADP,9.19,1,6.22,2,n,n,n,1
NADP,8.88,1,8.1,2,n,n,n,1
NADP,8.49,0,0,2,n,n,n,1
NADP,8.24,"1,1","7.82,6.50 ",2,n,n,n,1
NADP,8.21,0,0,2,n,n,n,1
NADP,6.21,1,5.67,1,n,n,n,1
NADP,6.12,1,5.44,1,n,n,n,1
NADP,5.1,"1,1,1","9.16,5.44,5.34 ",1,n,n,n,1
NADP,4.52,2,5.24,1,n,n,n,1
NADP,4.45,"1,1","4.87,2.77 ",1,n,n,n,1
Naproxen,1.52,1,7.15,3,n,n,n,1
Naproxen,3.89,0,,3,n,n,n,1
Naproxen,7.2,1,2.42,1,n,n,n,1
Naringin,1.28,"1,1","6.22,1.05",3,n,n,n,1
Naringin,3.57,0,,4,n,n,n,1
Naringin,6.81,1,8.58,2,n,n,n,1
Naringin,7.31,1,0.33,2,n,n,n,1
Neopterin,3.7,"1,1","11.94,6.49",1,n,n,n,1
Neopterin,3.84,"1,1","11.94,3.63",1,n,n,n,1
Neopterin,4.13,"2,1","6.68,3.63",1,n,n,n,1
Neopterin,8.66,0,,1,n,n,n,1
Niacinamide,6.52,1,16.08,1,n,n,n,1
Niacinamide,7.62,"1,1","8.05,1.51",1,n,n,n,1
Nicotinamide ribotide,4.2,"1,1,1","11.93,3.89,2.45",1,n,n,n,1
Nicotinamide ribotide,4.47,"1,1","4.79,2.15",1,n,n,n,1
Nicotinamide ribotide,4.65,2,5.34,1,n,n,n,1
Nicotinamide ribotide,6.19,1,5.78,1,n,n,n,1
Nicotinamide ribotide,8.31,"1,1","7.87,6.44",1,n,n,n,1
Nicotinamide ribotide,8.99,1,8.09,1,n,n,n,1
Nicotinamide ribotide,9.33,1,6.16,1,n,n,n,1
Nicotinamide ribotide,9.58,0,,1,n,n,n,1
Nicotinic acid,7.51,"1,1,1","7.91,4.99,0.72",1,n,n,n,1
Nicotinic acid,8.24,"1,2","7.92,1.88",1,n,n,n,1
Nicotinic acid,8.6,"1,1","4.96,1.54",1,n,n,n,1
Nicotinic acid,8.93,"1,1","2.15,0.72",1,n,n,n,1
Nicotinuric acid,4.28,0,,1,n,n,n,1
Nicotinuric acid,9.25,0,,1,n,n,n,1
Nonadecanoic acid,0.89,2,7,3,n,n,n,1
Nonadecanoic acid,1.64,"1,2","14.80,7.50",2,n,n,n,1
Nonadecanoic acid,2.36,2,7.53,2,n,n,n,1
Normetanephrine,7.08,0,0,2,n,n,n,1
Normetanephrine,6.95,1,1.51,3,n,n,n,1
Normetanephrine,3.89,0,0,4,n,n,n,1
Nutriacholic acid,2.86,"1,1","12.54,6.04 ",2,n,n,n,1
Nutriacholic acid,1.21,0,0,7,n,n,n,1
Nutriacholic acid,0.94,1,6.41,3,n,n,n,1
Nutriacholic acid,0.67,0,0,3,n,n,n,1
O-Phosphoethanolamine,3.24,2,5,1,n,n,n,1
Octadecanol,1.26,0,,26,n,n,n,1
Octadecanol,1.29,1,6.6,4,n,n,n,1
Octadecanol,3.64,2,6.38,2,n,n,n,1
Octanal,0.85,2,6.41,1,n,n,n,1
Octanal,2.51,"1,2","7.24,1.58 ",1,n,n,n,1
Octanal,9.66,0,0,1,n,n,n,1
Octane,0.89,2,6.86,5,n,n,n,1
Oenanthic ether,1.24,2,7.13,3,n,n,n,1
Oenanthic ether,2.29,2,7.46,2,n,n,n,1
Oenanthic ether,4.1,3,7.15,2,n,n,n,1
Oleanolic acid,0.87,2,12.63,13,n,n,n,1
Oleanolic acid,1.81,1,8.58,2,n,n,n,1
Omeprazole,2.16,0,,3,n,n,n,1
Omeprazole,2.23,0,,3,n,n,n,1
Omeprazole,3.69,0,,3,n,n,n,1
Omeprazole,3.85,0,,3,n,n,n,1
Omeprazole,6.98,"1,1","8.94,2.39",1,n,n,n,1
Omeprazole,7.09,1,2.09,1,n,n,n,1
Omeprazole,7.52,1,8.91,1,n,n,n,1
Omeprazole,8.11,0,,1,n,n,n,1
Ondansetron,2.7,0,,3,n,n,n,1
Ondansetron,3.75,0,,3,n,n,n,1
Ondansetron,7.43,0,,1,n,n,n,1
Orotic acid,6.18,0,,4,n,n,n,1
Orotidine,3.75,"1,1","12.41,6.35",1,n,n,n,1
Orotidine,3.87,"1,1","12.38,2.97",1,n,n,n,1
Orotidine,4.34,2,6.88,1,n,n,n,1
Orotidine,5.54,1,3.47,1,n,n,n,1
Orotidine,5.76,0,,1,n,n,n,1
Ortho-Hydroxyphenylacetic acid,3.56,0,,2,n,n,n,1
Oxalacetic acid,2.35,0,,2,n,n,n,1
Oxoglutaric acid,2.428,2,6.95,6,n,n,n,1
Oxoglutaric acid,2.996,2,6.84,6,n,n,n,1
p-Aminobenzoic acid,6.81,3,4.51,2,n,n,n,1
p-Aminobenzoic acid,7.72,3,4.5,2,n,n,n,1
p-Anisic acid,3.88,0,,3,n,n,n,1
p-Anisic acid,6.95,1,9.02,2,n,n,n,1
p-Anisic acid,8.07,1,9.02,2,n,n,n,1
p-Cresol,2.25,0,,3,n,n,n,1
p-Cresol,7.13,"1,1","8.61,0.58",2,n,n,n,1
p-Hydroxyphenylacetic acid,3.44,0,,3,n,n,n,1
p-Hydroxyphenylacetic acid,6.85,1,8.6,2,n,n,n,1
p-Hydroxyphenylacetic acid,7.15,1,8.65,2,n,n,n,1
Palmitic acid,0.89,2,6.95,2,n,n,n,1
Palmitic acid,2.36,2,7.53,4,n,n,n,1
Pantothenic acid,0.88,0,,3,n,n,n,1
Pantothenic acid,0.92,0,,3,n,n,n,1
Pantothenic acid,2.41,2,6.78,2,n,n,n,1
Pantothenic acid,3.39,1,11.25,1,n,n,n,1
Pantothenic acid,3.43,3,6.69,2,n,n,n,1
Pantothenic acid,3.51,1,11.25,1,n,n,n,1
Pantothenic acid,3.98,0,,1,n,n,n,1
Paraxanthine,3.32,0,,3,n,n,n,1
Paraxanthine,4.03,0,,3,n,n,n,1
Paraxanthine,8.34,0,,1,n,n,n,1
PC(16:0/16:0),4.53,"1,1","11.99,2.84 ",1,n,n,n,1
PC(16:0/16:0),4.26,"1,1","11.94,7.27 ",1,n,n,n,1
PC(16:0/16:0),3.5,0,0,10,n,n,n,1
PC(16:0/16:0),1.01,2,6.89,6,n,n,n,1
Pelargonic acid,0.85,1,14,1,n,n,n,1
Pelargonic acid,1.28,0,,10,n,n,n,1
Pelargonic acid,1.53,2,7.27,1,n,n,n,1
Pelargonic acid,2.16,2,7.49,2,n,n,n,1
Pentadecanoic acid,0.89,2,7,3,n,n,n,1
Pentadecanoic acid,1.63,"2,1","14.80,7.50",2,n,n,n,1
Pentadecanoic acid,2.36,2,7.54,2,n,n,n,1
Perillyl alcohol,1.73,3,1.08,3,n,n,n,1
Phenyl acetate,7.24,2,7.23,1,n,n,n,1
Phenyl acetate,2.31,0,0,2,n,n,n,1
Phenyl acetate,7.1,1,8.15,2,n,n,n,1
Phenyl acetate,7.39,2,7.76,2,n,n,n,1
Phenylacetylglycine,3.665,0,,2,n,n,n,1
Phenylacetylglycine,3.744,1,5.81,2,n,n,n,1
Phenylacetylglycine,7.412,0,,2,n,n,n,1
Phenylephrine,7.34,2,7.85,1,n,n,n,1
Phenylephrine,6.98,1,7.5,1,n,n,n,1
Phenylephrine,6.9,"1,1","8.08,1.81 ",1,n,n,n,1
Phenylephrine,2.77,0,0,3,n,n,n,1
Phenyllactic acid,2.87,"1,1","14.03,7.97",1,n,n,n,1
Phenyllactic acid,3.09,"1,1","14.03,4.27",1,n,n,n,1
Phenyllactic acid,4.26,"1,1","7.95,4.31",1,n,n,n,1
Phenylpropanolamine,1.2,1,6.82,1,n,n,n,1
Phenylpropanolamine,4.96,1,0,1,n,n,n,1
Phenylpropionylglycine,4.05,1,5.12,12,n,n,n,1
Phenylpropionylglycine,2.98,2,7.73,14,n,n,n,1
Phenylpropionylglycine,2.58,2,7.78,13,n,n,n,1
Phenylpyruvic acid,6.48,0,,1,n,n,n,1
Phloretin,5.81,0,,2,n,n,n,1
Phloretin,6.69,1,8.42,2,n,n,n,1
Phloretin,7.04,1,8.47,2,n,n,n,1
Phosphocreatine,3.93,0,,7,n,n,n,1
Phosphocreatine,3.03,0,,12,n,n,n,1
Phosphoenolpyruvic acid,5.18,2,1.19,1,n,n,n,1
Phosphoenolpyruvic acid,5.36,2,1.36,1,n,n,n,1
Phosphoserine,3.968,"1,1,1","6.43,3.23,0.45",2,n,n,n,1
Phosphoserine,4.095,2,6.48,1,n,n,n,1
Phosphoserine,4.116,2,6.48,1,n,n,n,1
Phosphoserine,4.199,"1,1","6.39,3.34",1,n,n,n,1
Phosphoserine,4.219,"1,1","6.36,3.34",1,n,n,n,1
Picolinic acid,7.53,"1,1,1","7.50,4.94,1.32",1,n,n,n,1
Picolinic acid,7.95,"2,1","7.59,1.71",1,n,n,n,1
Picolinic acid,8.55,1,4.68,1,n,n,n,1
Pimelic acid,2.17,2,7.55,4,n,n,n,1
Pipecolic acid,3.57,"1,1","11.58,3.43 ",1,n,n,n,1
Pipecolic acid,3.4,1,12.72,1,n,n,n,1
Pipecolic acid,2.99,"2,1","12.40,3.11 ",1,n,n,n,1
Pregnenolone,0.64,0,0,3,n,n,n,1
Pregnenolone,1.02,0,0,4,n,n,n,1
Pregnenolone,2.13,0,0,3,n,n,n,1
Pregnenolone,2.54,2,8.94,1,n,n,n,1
Pregnenolone sulfate,0.63,0,,3,n,n,n,1
Pregnenolone sulfate,1.04,0,,4,n,n,n,1
Progesterone,5.74,0,0,1,n,n,n,1
Progesterone,2.54,2,8.99,1,n,n,n,1
Progesterone,2.13,0,0,3,n,n,n,1
Progesterone,2.03,"1,1","4.80,3.29 ",1,n,n,n,1
Progesterone,1.2,0,0,3,n,n,n,1
Progesterone,0.68,0,0,3,n,n,n,1
Propanal,1.04,2,7.35,3,n,n,n,1
Propanal,2.55,"3,1","7.34,1.38",2,n,n,n,1
Propionic acid,1.04,2,7.68,3,n,n,n,1
Propionic acid,2.17,3,7.66,2,n,n,n,1
Propionylglycine,3.75,1,5.86,27,n,n,n,1
Propionylglycine,2.3,3,7.66,24,n,n,n,1
Propionylglycine,1.11,2,7.66,29,n,n,n,1
Propranolol,1.39,"1,1","6.43,5.38",6,n,n,n,1
Propranolol,4.28,"1,1","13.92,4.68",2,n,n,n,1
Propranolol,7,1,7.62,1,n,n,n,1
Propranolol,7.5,2,7.97,1,n,n,n,1
Propyl alcohol,3.55,2,6.63,1,n,n,n,1
Propyl alcohol,0.88,2,7.46,2,n,n,n,1
Propylene glycol,1.13,1,6.45,3,n,n,n,1
Prostaglandin E1,2.21,0,,1,n,n,n,1
Protocatechuic acid,6.92,1,8.28,2,n,n,n,1
Protocatechuic acid,7.36,"1,1","8.27,2.09",1,n,n,n,1
Protocatechuic acid,7.4,1,2.1,2,n,n,n,1
Protoporphyrin IX,6.2,1,10.89,2,n,n,n,1
Protoporphyrin IX,6.42,1,19.37,2,n,n,n,1
Pseudoephedrine,4.57,1,8.74,5,n,n,n,1
Pseudoephedrine,2.56,0,0,20,n,n,n,1
Pseudoephedrine,0.95,1,6.63,16,n,n,n,1
Purine,8.59,0,,1,n,n,n,1
Purine,8.93,0,,1,n,n,n,1
Purine,9.11,0,,1,n,n,n,1
Putrescine,3.04,2,7.29,4,n,n,n,1
Pyridine,8.62,1,5.28,2,n,n,n,1
Pyridoxal,2.448,0,,5,n,n,n,1
Pyridoxal,5.038,1,13.18,1,n,n,n,1
Pyridoxal,5.219,1,13.18,1,n,n,n,1
Pyridoxal,6.542,1,1.98,2,n,n,n,1
Pyridoxal,7.566,0,,2,n,n,n,1
Pyridoxal 5'-phosphate,10.43,0,0,9,n,n,n,1
Pyridoxal 5'-phosphate,7.77,0,0,14,n,n,n,1
Pyridoxal 5'-phosphate,5.16,1,6.82,11,n,n,n,1
Pyridoxal 5'-phosphate,4.94,1,6.22,2,n,n,n,1
Pyridoxal 5'-phosphate,2.5,0,0,22,n,n,n,1
Pyridoxamine,2.481,0,,44,n,n,n,1
Pyridoxamine,4.321,0,,34,n,n,n,1
Pyridoxamine,4.72,0,,1,n,n,n,1
Pyridoxamine,7.631,0,,23,n,n,n,1
Pyridoxine,2.45,0,,5,n,n,n,1
Pyridoxine,4.73,0,,1,n,n,n,1
Pyridoxine,7.65,0,,3,n,n,n,1
Pyrimidine,7.6,"2,1","5.10,1.51",1,n,n,n,1
Pyrimidine,8.81,1,5.06,2,n,n,n,1
Pyrimidine,9.13,1,0.88,1,n,n,n,1
Pyrrole-2-carboxylic acid,6.18,"1,1","3.69,2.53",1,n,n,n,1
Pyrrolidonecarboxylic acid,4.17,"1,1","9.00,5.90",1,n,n,n,1
Pyruvatoxime,2.03,0,,4,n,n,n,1
Pyruvic acid,2.46,0,,3,n,n,n,1
Quercetin,6.198,0,,1,n,n,n,1
Quercetin,6.417,0,,1,n,n,n,1
Quercetin,6.895,1,8.47,1,n,n,n,1
Quercetin,7.546,"1,1","8.46,2.08",1,n,n,n,1
Quercetin,7.684,1,2.02,1,n,n,n,1
Quinaldic acid,7.685,"1,1,1","8.09,6.99,1.03 7 ",1,n,n,n,1
Quinaldic acid,7.849,"1,1,1","8.46,6.98,1.39 8 ",1,n,n,n,1
Quinaldic acid,7.955,1,8.48 6 ,1,n,n,n,1
Quinaldic acid,7.998,1,8.20 3 ,1,n,n,n,1
Quinaldic acid,8.105,1,8.51 9 ,1,n,n,n,1
Quinaldic acid,8.443,1,8.48 4 ,1,n,n,n,1
Quinic acid,1.86,"1,1","13.45,10.87",1,n,n,n,1
Quinic acid,3.54,"1,1","9.27,3.27",1,n,n,n,1
Quinic acid,4.01,"1,1,1","10.81,9.33,4.79",1,n,n,n,1
Quinic acid,4.13,3,3.47,1,n,n,n,1
Quinone,6.79,0,,1,n,n,n,1
Raffinose,3.67,1,1.38,2,n,n,n,1
Raffinose,3.95,2,6.22,1,n,n,n,1
Raffinose,4,1,2.75,1,n,n,n,1
Raffinose,4.22,1,8.8,1,n,n,n,1
Raffinose,4.98,1,3.8,1,n,n,n,1
Raffinose,5.42,1,3.85,1,n,n,n,1
Ranitidine,6.85,0,0,1,n,n,n,1
Ranitidine,6.66,1,3.07,1,n,n,n,1
Ranitidine,3.45,2,6.31,1,n,n,n,1
Ranitidine,3.85,0,0,1,n,n,n,1
Ranitidine,4.33,0,0,1,n,n,n,1
Ranitidine,2.85,0,0,3,n,n,n,1
Retinal,1.04,0,,6,n,n,n,1
Retinal,1.72,1,0.72,3,n,n,n,1
Retinal,2.33,1,0.99,3,n,n,n,1
Retinal,10.1,1,8.14,1,n,n,n,1
Retinoic acid,1.01,0,0,2,n,n,n,1
Retinoic acid,1.68,0,0,1,n,n,n,1
Retinoic acid,2.27,0,0,1,n,n,n,1
Retinoic acid,5.77,0,0,1,n,n,n,1
Retinoic acid,6.4,1,14.98,1,n,n,n,1
Retinoic acid,7.02,"1,1","15.06,11.54 ",1,n,n,n,1
Rhamnose,3.429,2,9.7,2,n,n,n,1
Rhamnose,3.592,"1,1","9.32,3.31",1,n,n,n,1
Rhamnose,3.791,"1,1","9.73,3.42",1,n,n,n,1
Rhamnose,3.85,"1,3","9.54,6.24",1,n,n,n,1
Rhamnose,5.104,1,1.71,1,n,n,n,1
Riboflavin,7.39,0,0,2,n,n,n,1
Riboflavin,7.36,0,0,2,n,n,n,1
Riboflavin,3.84,"1,1","7.11,5.19 ",1,n,n,n,1
Riboflavin,3.73,"1,1","11.92,6.70 ",1,n,n,n,1
Riboflavin,2.34,0,0,3,n,n,n,1
Riboflavin,2.23,0,0,4,n,n,n,1
Ribonolactone,4.44,1,6.18,1,n,n,n,1
Ribothymidine,1.886,0,,3,n,n,n,1
Ribothymidine,5.907,1,4.8,1,n,n,n,1
Ribothymidine,7.678,0,,1,n,n,n,1
Rutin,1.12,1,6.22,3,n,n,n,1
Rutin,3.54,"1,1","9.52,3.47",1,n,n,n,1
Rutin,3.63,"1,1","3.41,1.65",1,n,n,n,1
Rutin,3.8,"1,1","11.03,1.40",1,n,n,n,1
Rutin,4.52,1,1.49,1,n,n,n,1
Rutin,5.11,1,7.7,1,n,n,n,1
Rutin,6.21,1,2.09,1,n,n,n,1
Rutin,6.39,1,2.09,1,n,n,n,1
S-Adenosylhomocysteine,2.63,2,7.73,2,n,n,n,1
S-Adenosylhomocysteine,2.8,"1,1","13.73,6.90",1,n,n,n,1
S-Adenosylhomocysteine,2.92,"1,1","13.73,6.08",1,n,n,n,1
S-Adenosylhomocysteine,3.3,"1,1","6.93,5.39",1,n,n,n,1
S-Adenosylhomocysteine,4.03,"2,1","6.44,3.80",1,n,n,n,1
S-Adenosylhomocysteine,5.89,1,5.83,1,n,n,n,1
S-Adenosylhomocysteine,8.16,0,,1,n,n,n,1
S-Adenosylhomocysteine,8.37,0,,1,n,n,n,1
Saccharopine,3.75,2,6.09,1,n,n,n,1
Saccharopine,3.59,2,5.7,1,n,n,n,1
Saccharopine,2.39,2,6.84,2,n,n,n,1
Saccharopine,2.07,3,7.14,2,n,n,n,1
Salbutamol,1.39,0,,9,n,n,n,1
Salbutamol,4.68,0,,2,n,n,n,1
Salbutamol,6.96,1,8.31,1,n,n,n,1
Salbutamol,7.36,1,2.31,1,n,n,n,1
Salicin,3.7,"1,1","12.02,5.42",1,n,n,n,1
Salicin,3.89,"1,1","12.05,2.15",1,n,n,n,1
Salicin,4.87,1,7.59,1,n,n,n,1
Salicin,7.33,"1,1","7.45,1.35",1,n,n,n,1
Salicylic acid,7.83,"1,1","7.82,1.56 ",24,n,n,n,1
Salicyluric acid,3.96,1,5.44,2,n,n,n,1
Salicyluric acid,7.01,"1,1","7.48,7.14",2,n,n,n,1
Salicyluric acid,7.48,"1,1,1","8.42,7.15,1.67",1,n,n,n,1
Salicyluric acid,7.78,"1,1","7.93,1.54",1,n,n,n,1
Sarcosine,2.73,0,,3,n,n,n,1
Sarcosine,3.6,0,,2,n,n,n,1
Scopolamine,2.83,0,,3,n,n,n,1
Scopolamine,3.27,0,,2,n,n,n,1
Sebacic acid,2.17,2,7.52,4,n,n,n,1
Sedoheptulose,3.66,1,8.83,1,n,n,n,1
Sedoheptulose,3.75,"1,1","8.78,4.48 ",1,n,n,n,1
Sedoheptulose,3.99,"1,1","4.28,2.45 ",1,n,n,n,1
Selenocystine,3.46,"1,1","14.09,7.70",2,n,n,n,1
