Metabolite,pos_in_ppm,couple_code,J_constant,no_of_protons,overwrite_pos,overwrite_var,overwrite_truncation,Include_multiplet
Cotinine,7.51,"1,1","7.84,5.02 ",1,n,n,n,1
Cotinine,7.79,"2,1","7.95,1.72 ",1,n,n,n,1
Cotinine,8.47,1,1.85,1,n,n,n,1
Cotinine,8.51,"1,1","4.93,1.38 ",1,n,n,n,1
Coumarin,6.44,1,9.52,1,n,n,n,1
Coumarin,7.35,1,8.33,1,n,n,n,1
Coumarin,7.55,2,0,1,n,n,n,1
Coumarin,7.72,1,9.54,1,n,n,n,1
Creatine,3.92,0,,2,n,n,n,1
Creatine,3.02,0,,3,n,n,n,1
Creatinine,3.03,0,,3,n,n,n,1
Creatinine,4.05,0,,2,n,n,n,1
Cyanocobalamin,0.44,0,,3,n,n,n,1
Cyanocobalamin,1.18,0,,4,n,n,n,1
Cyanocobalamin,1.25,1,6.38,4,n,n,n,1
Cyanocobalamin,1.44,0,,3,n,n,n,1
Cyanocobalamin,1.85,0,,4,n,n,n,1
Cyanocobalamin,2.09,1,2.84,1,n,n,n,1
Cyanocobalamin,2.18,1,13.68,1,n,n,n,1
Cyanocobalamin,2.25,0,,9,n,n,n,1
Cyanocobalamin,2.39,1,5.33,2,n,n,n,1
Cyanocobalamin,2.75,1,10.75,2,n,n,n,1
Cyanocobalamin,3.32,1,9.95,1,n,n,n,1
Cyanocobalamin,3.41,"1,1","11.48,5.31",1,n,n,n,1
Cyanocobalamin,3.6,"1,1","14.44,7.53",1,n,n,n,1
Cyanocobalamin,3.75,"1,1","12.89,3.95",1,n,n,n,1
Cyanocobalamin,3.92,"1,1","12.72,2.29",1,n,n,n,1
Cyanocobalamin,6.07,0,,1,n,n,n,1
Cyanocobalamin,6.34,1,3.25,1,n,n,n,1
Cyanocobalamin,6.38,0,,1,n,n,n,1
Cyanocobalamin,6.49,0,,1,n,n,n,1
Cyanocobalamin,7.07,0,,2,n,n,n,1
Cyanocobalamin,7.27,0,,2,n,n,n,1
Cyanocobalamin,7.46,0,,1,n,n,n,1
Cyanocobalamin,7.82,0,,1,n,n,n,1
Cyanocobalamin,8.18,"1,1","6.68,5.35",1,n,n,n,1
Cyclic AMP,4.34,1,5.76,2,n,n,n,1
Cyclic AMP,4.53,"1,1","21.05,4.64",1,n,n,n,1
Cyclic AMP,6.16,0,,1,n,n,n,1
Cyclic AMP,8.22,0,,1,n,n,n,1
Cyclic AMP,8.22,0,,1,n,n,n,1
Cyclohexanone,2.38,2,6.79,4,n,n,n,1
Cysteine-S-sulfate,3.5,"1,1","15.41,7.87",1,n,n,n,1
Cysteine-S-sulfate,3.67,"1,1","15.41,3.74",1,n,n,n,1
Cysteine-S-sulfate,4.18,"1,1","7.92,3.74",1,n,n,n,1
Cysteineglutathione disulfide,2.15,3,0,15,n,n,n,1
Cysteineglutathione disulfide,3.02,"1,1","14.34,9.54 ",7,n,n,n,1
Cysteineglutathione disulfide,3.11,"1,1","14.94,8.44 ",7,n,n,n,1
Cysteineglutathione disulfide,3.33,"1,1","14.34,4.37 ",6,n,n,n,1
Cysteineglutathione disulfide,3.38,"1,1","14.89,3.82 ",6,n,n,n,1
Cysteineglutathione disulfide,4.08,"1,1","8.42,3.89 ",5,n,n,n,1
Cytidine,7.83,1,7.6,14,n,n,n,1
Cytidine,6.05,1,7.55,13,n,n,n,1
Cytidine,5.89,1,3.98,12,n,n,n,1
Cytidine,4.3,2,4.67,11,n,n,n,1
Cytidine,4.2,2,5.67,11,n,n,n,1
Cytidine,3.81,"1,1","12.79,4.51 ",10,n,n,n,1
Cytidine monophosphate,3.98,"1,1","5.08,3.05",1,n,n,n,1
Cytidine monophosphate,4.04,"1,1","3.79,2.80",1,n,n,n,1
Cytidine monophosphate,4.23,1,2.25,1,n,n,n,1
Cytidine monophosphate,5.99,1,3.73,1,n,n,n,1
Cytidine monophosphate,6.13,1,7.57,1,n,n,n,1
Cytidine monophosphate,8.08,1,7.57,1,n,n,n,1
Cytidine triphosphate,5.991,1,4.41,1,n,n,n,1
Cytidine triphosphate,6.134,1,7.61,1,n,n,n,1
Cytidine triphosphate,7.969,1,7.55,1,n,n,n,1
Cytosine,5.96,1,7.17,1,n,n,n,1
Cytosine,7.49,1,7.17,1,n,n,n,1
D-Alanine,1.47,1,7.26,3,n,n,n,1
D-Alanine,3.77,3,7.23,1,n,n,n,1
D-Arginine,3.23,2,6.88,2,n,n,n,1
D-Arginine,3.76,2,6.11,1,n,n,n,1
D-Cysteine,3.97,"1,1","5.69,4.10",1,n,n,n,1
D-Fructose,3.9,"1,1","10.00,3.46",1,n,n,n,1
D-Fructose,4,2,1.7,1,n,n,n,1
D-Fructose,4.03,"1,1","12.74,1.26",1,n,n,n,1
D-Fructose,4.12,1,3.79,1,n,n,n,1
D-Galactose,3.48,"1,1","9.89,7.88 ",1,n,n,n,1
D-Galactose,3.64,"1,1","9.91,3.50 ",1,n,n,n,1
D-Galactose,3.92,1,3.07,1,n,n,n,1
D-Galactose,3.98,1,2.66,1,n,n,n,1
D-Galactose,4.07,2,5.98,1,n,n,n,1
D-Galactose,5.26,1,3.66,1,n,n,n,1
D-Glucose,4.63,1,7.9,1,n,n,n,1
D-Glucose,5.22,1,3.73,1,n,n,n,1
D-Glucuronic acid,3.289,2,8.62,1,n,n,n,1
D-Glucuronic acid,3.581,"1,1","9.78,3.76",1,n,n,n,1
D-Glucuronic acid,4.085,1,10.08,1,n,n,n,1
D-Glucuronic acid,4.648,1,7.97,1,n,n,n,1
D-Glucuronic acid,5.249,1,3.76,1,n,n,n,1
"D-Glucurono-6,3-lactone",5.47,0,,1,n,n,n,1
D-Glutamine,3.76,2,6.16,1,n,n,n,1
D-Lactic acid,1.4,1,7,3,n,n,n,1
D-Lysine,1.72,4,7.51,2,n,n,n,1
D-Lysine,3.01,2,7.57,2,n,n,n,1
D-Lysine,3.75,2,6.11,1,n,n,n,1
D-Maltose,3.27,"1,1","9.46,8.08",1,n,n,n,1
D-Maltose,3.41,2,9.55,2,n,n,n,1
D-Maltose,3.9,"1,1","12.27,1.92",1,n,n,n,1
D-Maltose,3.93,1,2.38,1,n,n,n,1
D-Maltose,5.22,1,3.8,1,n,n,n,1
D-Maltose,5.4,1,3.89,1,n,n,n,1
D-Mannose,3.56,2,9.7,1,n,n,n,1
D-Mannose,3.56,2,9.7,1,n,n,n,1
D-Mannose,5.17,1,1.6,1,n,n,n,1
D-Phenyllactic acid,2.868,"1,1","14.02,7.98",1,n,n,n,1
D-Phenyllactic acid,3.093,"1,1","14.02,4.29",1,n,n,n,1
D-Phenyllactic acid,4.256,"1,1","7.94,4.30",1,n,n,n,1
D-Phenyllactic acid,7.367,2,7.52,2,n,n,n,1
D-Ribose,2.21,0,,2,n,n,n,1
D-Ribose 5-phosphate,4.3,2,4.76,9,n,n,n,1
D-Serine,3.833,"1,1","5.72,3.73",1,n,n,n,1
D-Serine,3.937,"1,1","12.27,5.71",1,n,n,n,1
D-Serine,3.979,"1,1","12.24,3.27",1,n,n,n,1
D-Tagatose,3.5,1,11.77,1,n,n,n,1
D-Tagatose,3.89,1,2.81,1,n,n,n,1
D-threo-Isocitric acid,4.55,1,2.97,1,n,n,n,1
D-threo-Isocitric acid,2.73,"1,1","17.29,5.22 ",2,n,n,n,1
D-Xylitol,3.81,"1,2","6.90,4.33",2,n,n,n,1
D-Xylose,3.42,2,9.25,1,n,n,n,1
D-Xylose,3.42,2,9.25,1,n,n,n,1
D-Xylose,4.57,1,7.9,1,n,n,n,1
D-Xylose,5.19,1,3.66,1,n,n,n,1
D-Xylulose,3.64,"1,1","9.93,4.54",1,n,n,n,1
D-Xylulose,4.04,1,5.61,1,n,n,n,1
D-Xylulose,4.18,"1,1","9.52,6.55",1,n,n,n,1
Daidzein,6.86,1,2.2,1,n,n,n,1
Daidzein,6.93,"1,1","8.78,2.23",1,n,n,n,1
Daidzein,7.96,1,8.75,1,n,n,n,1
Daidzein,8.29,0,,1,n,n,n,1
Danazol,0.77,0,,3,n,n,n,1
Danazol,0.96,0,,3,n,n,n,1
Danazol,2.72,1,15.9,1,n,n,n,1
Danazol,5.31,0,,1,n,n,n,1
Danazol,6.27,1,1.38,1,n,n,n,1
Danazol,8.33,0,,1,n,n,n,1
dATP,2.61,"1,1,1","13.98,6.40,3.85",1,n,n,n,1
dATP,2.83,"1,1,1","13.95,6.87,6.65",1,n,n,n,1
dATP,4.23,"1,1","6.23,3.76",1,n,n,n,1
dATP,4.3,1,1.76,1,n,n,n,1
dATP,6.52,2,6.76,1,n,n,n,1
dATP,8.26,0,,1,n,n,n,1
dATP,8.5,0,,1,n,n,n,1
dCMP,6.11,1,7.54,1,n,n,n,1
dCMP,6.33,2,6.71,1,n,n,n,1
dCMP,8.04,1,7.59,1,n,n,n,1
Deacetyldiltiazem,1.926,0,,3,n,n,n,1
Deacetyldiltiazem,2.88,0,,6,n,n,n,1
Deacetyldiltiazem,3.28,"1,1,1","12.86,9.72,5.29",1,n,n,n,1
Deacetyldiltiazem,3.531,"1,1,1","12.95,9.56,5.71",1,n,n,n,1
Deacetyldiltiazem,3.869,0,,3,n,n,n,1
Deacetyldiltiazem,4.085,"1,1,1","14.32,9.39,5.15",1,n,n,n,1
Deacetyldiltiazem,7.045,1,8.79,2,n,n,n,1
Deacetyldiltiazem,7.62,"1,1","8.16,1.11",1,n,n,n,1
Deacetyldiltiazem,7.686,"2,1","7.57,1.47",1,n,n,n,1
Deacetyldiltiazem,7.834,"1,1","7.72,1.38",1,n,n,n,1
Decanoylcarnitine,3.82,"1,1","14.44,8.72 ",1,n,n,n,1
Decanoylcarnitine,3.62,1,14.37,1,n,n,n,1
Decanoylcarnitine,2.4,2,7.53,2,n,n,n,1
Decanoylcarnitine,0.85,2,6.61,3,n,n,n,1
Decanoylcarnitine,3.19,0,0,8,n,n,n,1
Dehydroascorbic acid,4.17,"1,1","10.34,2.59",1,n,n,n,1
Dehydroascorbic acid,4.28,"1,1","10.34,5.34",1,n,n,n,1
Dehydroepiandrosterone,1.03,0,,3,n,n,n,1
Dehydroepiandrosterone,0.88,0,,3,n,n,n,1
Delta-Hexanolactone,1.16,1,6.27,3,n,n,n,1
Delta-Hexanolactone,1.35,1,6.38,3,n,n,n,1
Delta-Hexanolactone,2.18,2,7.4,2,n,n,n,1
Deoxyadenosine,2.56,"1,1,1","14.08,6.26,3.31",1,n,n,n,1
Deoxyadenosine,2.82,"1,1,1","14.00,7.58,6.20",1,n,n,n,1
Deoxyadenosine,3.79,"1,1","12.60,4.30",1,n,n,n,1
Deoxyadenosine,3.84,"1,1","12.60,3.25",1,n,n,n,1
Deoxyadenosine,4.18,3,3.25,1,n,n,n,1
Deoxyadenosine,4.65,"1,2","6.08,3.05",1,n,n,n,1
Deoxyadenosine,6.44,2,6.92,1,n,n,n,1
Deoxyadenosine,8.18,0,,1,n,n,n,1
Deoxyadenosine,8.29,0,,1,n,n,n,1
Deoxyadenosine monophosphate,4.14,3,0,1,n,n,n,1
Deoxyadenosine monophosphate,6.52,2,6.52,2,n,n,n,1
Deoxyadenosine monophosphate,8.51,0,0,1,n,n,n,1
Deoxycholic acid,2.1,"1,1,1","13.86,9.40,7.06",1,n,n,n,1
Deoxycholic acid,2.22,"2,1","9.39,4.93",1,n,n,n,1
Deoxycholic acid glycine conjugate,7.81,2,5.65,2,n,n,n,1
Deoxycholic acid glycine conjugate,0.96,1,6.22,3,n,n,n,1
Deoxycholic acid glycine conjugate,0.9,0,0,3,n,n,n,1
Deoxycholic acid glycine conjugate,0.68,0,0,3,n,n,n,1
Deoxycorticosterone,0.7,0,0,3,n,n,n,1
Deoxycorticosterone,1.19,0,0,4,n,n,n,1
Deoxycorticosterone,1.45,"1,1","12.63,3.43 ",1,n,n,n,1
Deoxycorticosterone,1.58,"1,1","11.23,3.32 ",1,n,n,n,1
Deoxycorticosterone,2.31,"1,1","4.00,2.40 ",1,n,n,n,1
Deoxycorticosterone,4.19,"1,1","9.06,4.35 ",1,n,n,n,1
Deoxycytidine,4.03,"1,2","5.07,3.78",1,n,n,n,1
Deoxycytidine,4.45,"1,2","6.46,4.07",1,n,n,n,1
Deoxycytidine,5.88,1,8.1,1,n,n,n,1
Deoxycytidine,6.27,2,6.73,1,n,n,n,1
Deoxycytidine,7.83,1,8.1,1,n,n,n,1
Deoxyguanosine,2.502,"1,1,1","14.06,6.34,3.58",1,n,n,n,1
Deoxyguanosine,2.771,"1,1,1","13.97,6.92,6.78",1,n,n,n,1
Deoxyguanosine,3.783,"1,1","22.75,4.12",2,n,n,n,1
Deoxyguanosine,4.615,"1,1,1","6.20,3.35,3.18",1,n,n,n,1
Deoxyguanosine,6.282,2,6.86,1,n,n,n,1
Deoxyguanosine,7.972,0,,1,n,n,n,1
Deoxyinosine,8.32,0,0,1,n,n,n,1
Deoxyinosine,8.22,0,0,2,n,n,n,1
Deoxyinosine,6.49,2,6.76,1,n,n,n,1
Deoxyinosine,2.6,"1,1,1","14.10,6.39,3.79 ",1,n,n,n,1
Deoxyuridine,7.85,1,8.13,10,n,n,n,1
Deoxyuridine,6.29,2,6.7,9,n,n,n,1
Deoxyuridine,5.9,1,8.08,8,n,n,n,1
Deoxyuridine,4.47,"1,2","6.47,4.02 ",8,n,n,n,1
Deuteroporphyrin IX,3.61,1,13.37,6,n,n,n,1
Deuteroporphyrin IX,3.73,1,14.75,6,n,n,n,1
Deuteroporphyrin IX,10.22,0,,1,n,n,n,1
Deuteroporphyrin IX,10.25,0,,1,n,n,n,1
Deuteroporphyrin IX,10.27,0,,1,n,n,n,1
Deuteroporphyrin IX,10.3,0,,1,n,n,n,1
Dextromethorphan,3.78,0,,3,n,n,n,1
Dextromethorphan,6.88,1,2.59,1,n,n,n,1
Dextromethorphan,7.16,1,8.47,1,n,n,n,1
dGTP,2.51,"1,1,1","13.97,6.35,3.82",1,n,n,n,1
dGTP,6.29,2,6.82,1,n,n,n,1
dGTP,8.09,0,,1,n,n,n,1
Digoxin,0.78,0,,3,n,n,n,1
Digoxin,0.95,0,,3,n,n,n,1
Digoxin,1.2,1,6.27,3,n,n,n,1
Digoxin,1.23,1,6.27,3,n,n,n,1
Dihydroandrosterone,3.64,2,8.44,1,n,n,n,1
Dihydroandrosterone,1.8,"2,1","12.33,3.24 ",1,n,n,n,1
Dihydroandrosterone,1.06,"2,1","12.79,4.03 ",1,n,n,n,1
Dihydroandrosterone,0.8,0,0,3,n,n,n,1
Dihydroandrosterone,0.74,0,0,3,n,n,n,1
Dihydrobiopterin,1.08,1,5.94,3,n,n,n,1
Dihydrobiopterin,3.95,0,,2,n,n,n,1
Dihydrothymine,1.187,1,7.06,3,n,n,n,1
Dihydrothymine,3.174,"1,1","12.76,10.06",1,n,n,n,1
Dihydrothymine,3.485,"1,1","12.75,6.27",1,n,n,n,1
Dihydrouracil,2.67,2,6.99,2,n,n,n,1
Dihydrouracil,3.45,2,7.01,2,n,n,n,1
Dimethyl sulfone,3.138,0,,6,n,n,n,1
Dimethylamine,2.5,0,,6,n,n,n,1
Dimethylglycine,2.91,0,,6,n,n,n,1
Dimethylglycine,3.71,0,,2,n,n,n,1
Dimethylmalonic acid,1.43,0,,5,n,n,n,1
Dimethylprotoporphyrin IX dimethyl ester,10.21,0,,1,n,n,n,1
Dimethylprotoporphyrin IX dimethyl ester,10.35,0,,1,n,n,n,1
Dimethylsulfide,2.11,0,,4,n,n,n,1
Diphenhydramine,2.88,0,,6,n,n,n,1
Diphenhydramine,3.403,2,5.16,1,n,n,n,1
Diphenhydramine,3.814,2,5.16,1,n,n,n,1
Diphenhydramine,5.613,0,,1,n,n,n,1
Diphenhydramine,7.372,"2,2","7.29,1.65",2,n,n,n,1
Diphenhydramine,7.432,2,7.6,4,n,n,n,1
Diphenhydramine,7.489,"1,1","7.38,1.48",2,n,n,n,1
DL-Dopa,2.98,"1,1","14.69,7.87",1,n,n,n,1
DL-Dopa,3.14,"1,1","14.69,5.06",2,n,n,n,1
DL-Dopa,3.92,"1,1","7.84,5.03",1,n,n,n,1
DL-Dopa,6.72,"1,1","8.09,2.09",1,n,n,n,1
DL-Dopa,6.81,1,2.09,1,n,n,n,1
DL-Dopa,6.89,1,8.09,1,n,n,n,1
DL-Homocystine,2.83,"2,1","7.14,2.65",4,n,n,n,1
DL-Homocystine,3.85,"1,1","3.22,2.62",2,n,n,n,1
DL-O-Phosphoserine,3.96,"1,1","6.25,3.32 ",22,n,n,n,1
Dodecanedioic acid,2.37,2,7.27,4,n,n,n,1
Dodecanoic acid,0.89,2,6.77,3,n,n,n,1
Dodecanoic acid,2.35,2,7.53,2,n,n,n,1
Dopamine,2.87,2,7.24,2,n,n,n,1
Dopamine,3.22,2,7.24,2,n,n,n,1
Dopamine,6.75,"1,1","8.07,2.11",1,n,n,n,1
Dopamine,6.85,1,2.11,1,n,n,n,1
Dopamine,6.9,1,8.07,1,n,n,n,1
Doxylamine,2,0,,3,n,n,n,1
Doxylamine,2.398,0,,6,n,n,n,1
Doxylamine,3.362,"2,1","5.89,3.81",2,n,n,n,1
Doxylamine,3.569,"1,1,1","11.79,6.14,3.88",1,n,n,n,1
Doxylamine,3.686,"1,1,1","11.77,6.46,3.80",1,n,n,n,1
Doxylamine,7.416,0,,4,n,n,n,1
Doxylamine,7.615,"1,2","8.07,0.96",1,n,n,n,1
Doxylamine,7.882,"2,1","7.83,1.80",1,n,n,n,1
Doxylamine,8.443,"1,1,1","4.95,1.74,0.84",1,n,n,n,1
Elaidic acid,2.34,2,7.53,6,n,n,n,1
Elaidic acid,1.63,"2,2","7.48,7.31 ",6,n,n,n,1
Elaidic acid,0.88,2,6.93,8,n,n,n,1
Ellagic acid,7.46,0,,2,n,n,n,1
Epi-coprostanol,0.22,1,0,4,n,n,n,1
Epi-coprostanol,0.23,1,0,4,n,n,n,1
Epi-coprostanol,0.26,1,6.54,3,n,n,n,1
Epi-coprostanol,0.28,0,0,3,n,n,n,1
Epi-coprostanol,1.33,"1,2","12.20,2.96 ",1,n,n,n,1
Epiandrosterone,0.84,0,0,3,n,n,n,1
Epiandrosterone,0.87,0,0,3,n,n,n,1
Epiandrosterone,1.73,"2,1","13.24,3.54 ",1,n,n,n,1
Epiandrosterone,1.8,1,11.14,3,n,n,n,1
Epiandrosterone,2.44,"1,1","19.29,8.69 ",1,n,n,n,1
Epicatechin,7.04,1,1.24,2,n,n,n,1
Epicatechin,6.12,1,2.1,2,n,n,n,1
Epicatechin,6.09,1,1.97,1,n,n,n,1
Epietiocholanolone,0.87,0,0,2,n,n,n,1
Epietiocholanolone,1,0,0,1,n,n,n,1
Epietiocholanolone,1.45,"1,1","14.31,4.11 ",1,n,n,n,1
Epietiocholanolone,2.45,"1,1","19.21,8.82 ",1,n,n,n,1
Epinephrine,2.76,0,,3,n,n,n,1
Epinephrine,3.26,0,,2,n,n,n,1
Epinephrine,4.93,"1,1","7.58,5.37",1,n,n,n,1
Epinephrine,6.85,"1,1","8.19,1.96",1,n,n,n,1
Epinephrine,6.93,1,8.21,1,n,n,n,1
Epinephrine,6.95,1,1.98,1,n,n,n,1
Epitestosterone,0.73,0,,3,n,n,n,1
Epitestosterone,1.21,0,,3,n,n,n,1
Epitestosterone,2.47,1,5.01,1,n,n,n,1
Epitestosterone,3.78,"1,1","5.81,3.45",1,n,n,n,1
Epitestosterone,5.74,0,,1,n,n,n,1
Ergocalciferol,0.55,0,,3,n,n,n,1
Ergocalciferol,0.83,"1,1","9.38,6.79",6,n,n,n,1
Ergocalciferol,0.91,1,6.88,3,n,n,n,1
Ergocalciferol,1.02,1,6.6,3,n,n,n,1
Ergocalciferol,6.02,0,,1,n,n,n,1
Erucic acid,0.9,2,6.79,3,n,n,n,1
Erucic acid,2.03,3,6.47,4,n,n,n,1
Erucic acid,2.27,2,7.43,2,n,n,n,1
Erythritol,3.77,1,11.26,3,n,n,n,1
Erythrose,3.79,"1,1","9.88,3.55",1,n,n,n,1
Erythrose,4.02,"1,1","4.57,3.58",1,n,n,n,1
Erythrose,4.2,"1,1","9.88,4.98",1,n,n,n,1
Erythrose,5.25,1,3.41,1,n,n,n,1
Estradiol,0.66,0,,3,n,n,n,1
Estradiol,3.51,0,,1,n,n,n,1
Estradiol,6.43,1,2.2,1,n,n,n,1
Estriol,0.66,0,,3,n,n,n,1
Estriol,3.29,2,5.23,1,n,n,n,1
Estriol,6.42,1,2.42,1,n,n,n,1
Estriol,6.5,"1,1","8.39,2.50",1,n,n,n,1
Estriol,7.03,1,8.47,1,n,n,n,1
Estrone,0.82,0,,3,n,n,n,1
Estrone,6.45,1,2.31,1,n,n,n,1
Estrone,6.51,"1,1","8.46,2.44",1,n,n,n,1
Estrone,7.05,1,8.34,1,n,n,n,1
Estrone,9.01,0,,1,n,n,n,1
Ethanol,1.17,2,7.08,3,n,n,n,1
Ethanol,3.65,3,7.07,2,n,n,n,1
Ethanolamine,3.13,1,5.21,1,n,n,n,1
Ethanolamine,3.81,1,5.29,2,n,n,n,1
Ethenodeoxyadenosine,6.48,2,6.77,1,n,n,n,1
Ethenodeoxyadenosine,7.5,1,1.6,1,n,n,n,1
Ethenodeoxyadenosine,7.87,1,1.6,1,n,n,n,1
Ethenodeoxyadenosine,8.34,0,,1,n,n,n,1
Ethyl isopropyl ketone,0.98,2,7.29,3,n,n,n,1
Ethyl isopropyl ketone,1.06,1,6.99,6,n,n,n,1
Ethylmalonic acid,0.889,2,7.43,3,n,n,n,1
Ethylmalonic acid,3.023,2,7.58,1,n,n,n,1
Ethylmethylacetic acid,1.07,1,6.96,4,n,n,n,1
Ethylmethylacetic acid,0.86,2,7.44,4,n,n,n,1
Etiocholanolone,0.86,0,,3,n,n,n,1
Etiocholanolone,0.98,0,,3,n,n,n,1
Eucalyptol,1.03,0,,3,n,n,n,1
Eucalyptol,1.24,0,,6,n,n,n,1
FAD,8.3,0,0,1,n,n,n,1
FAD,7.85,0,0,1,n,n,n,1
FAD,7.6,0,0,1,n,n,n,1
FAD,7.54,0,0,1,n,n,n,1
FAD,5.82,1,5.25,1,n,n,n,1
FAD,4.5,2,5.12,1,n,n,n,1
FAD,4.46,2,4.53,1,n,n,n,1
FAD,3.89,"1,1","7.46,4.00 ",1,n,n,n,1
FAD,2.39,0,0,3,n,n,n,1
FAD,2.32,0,0,3,n,n,n,1
FADH,8.3,0,0,1,n,n,n,1
FADH,7.85,0,0,1,n,n,n,1
FADH,7.6,0,0,1,n,n,n,1
FADH,7.54,0,0,1,n,n,n,1
FADH,5.82,1,5.25,1,n,n,n,1
FADH,4.5,2,5.12,1,n,n,n,1
FADH,4.46,2,4.53,1,n,n,n,1
FADH,3.89,"1,1","7.46,4.00 ",1,n,n,n,1
FADH,2.39,0,0,3,n,n,n,1
FADH,2.32,0,0,3,n,n,n,1
Famotidine,2.584,2,7,2,n,n,n,1
Famotidine,2.813,2,7,2,n,n,n,1
Famotidine,3.776,0,,2,n,n,n,1
Famotidine,6.875,0,,1,n,n,n,1
Flavin Mononucleotide,2.39,0,,12,n,n,n,1
Flavin Mononucleotide,2.52,0,,9,n,n,n,1
Flavin Mononucleotide,7.64,0,,5,n,n,n,1
Flavin Mononucleotide,7.8,0,,4,n,n,n,1
Flavone,6.84,0,,1,n,n,n,1
Flavone,7.58,"1,1","8.42,0.55",1,n,n,n,1
Flavone,7.71,"1,1,1","8.50,7.01,1.71",1,n,n,n,1
Flavone,8.25,"1,1","7.95,1.29",1,n,n,n,1
Folic acid,6.42,1,8.43,1,n,n,n,1
Folic acid,7.5,1,8.43,1,n,n,n,1
Folic acid,8.01,1,7.33,1,n,n,n,1
Folic acid,8.49,0,0,1,n,n,n,1
Formic acid,8.44,0,,1,n,n,n,1
Fructose 6-phosphate,4.23,2,7.71,7,n,n,n,1
Fumaric acid,6.51,0,,2,n,n,n,1
Furosemide,4.5,0,,2,n,n,n,1
Furosemide,7,0,,1,n,n,n,1
Furosemide,7.46,0,,1,n,n,n,1
Furosemide,8.58,0,,1,n,n,n,1
Gabapentin,2.42,0,,2,n,n,n,1
Gabapentin,3,0,,2,n,n,n,1
Galactaric acid,4.25,0,,1,n,n,n,1
Galactaric acid,3.94,0,,3,n,n,n,1
Galactitol,3.97,2,6.41,2,n,n,n,1
Galactitol,3.97,2,6.41,2,n,n,n,1
Galactonic acid,3.63,"1,1","9.68,1.49",1,n,n,n,1
Galactonic acid,4.24,1,1.54,1,n,n,n,1
Galacturonic acid,3.7,"1,1","9.90,3.52",11,n,n,n,1
Galacturonic acid,3.82,"1,1","10.32,3.88",7,n,n,n,1
Galacturonic acid,3.91,"1,1","10.29,3.41",7,n,n,n,1
Galacturonic acid,4.07,1,1.27,10,n,n,n,1
Galacturonic acid,4.21,"1,1","3.52,1.16",11,n,n,n,1
Galacturonic acid,4.28,"1,1","3.38,1.35",7,n,n,n,1
Galacturonic acid,4.41,1,1.32,6,n,n,n,1
Galacturonic acid,4.58,1,7.92,11,n,n,n,1
Galacturonic acid,5.31,1,3.85,7,n,n,n,1
Gallic acid,7.03,0,,2,n,n,n,1
Gamma-Aminobutyric acid,2.29,2,7.39,2,n,n,n,1
Gamma-Aminobutyric acid,3,1,7.61,2,n,n,n,1
Gamma-Butyrolactone,2.47,2,8.22,2,n,n,n,1
Gamma-Butyrolactone,4.33,2,7.06,2,n,n,n,1
Gamma-Caprolactone,0.94,2,7.46,3,n,n,n,1
Gamma-Glutamylcysteine,3.85,2,6.15,2,n,n,n,1
Gamma-Glutamylcysteine,2.54,2,7.14,5,n,n,n,1
GDP,5.919,1,5.79,2,n,n,n,1
GDP,8.119,0,,1,n,n,n,1
Genistein,6.38,0,,1,n,n,n,1
Genistein,6.39,0,,1,n,n,n,1
Genistein,6.95,1,0.72,2,n,n,n,1
Genistein,7.3,1,8.31,2,n,n,n,1
Genistein,7.62,0,,1,n,n,n,1
Gentisic acid,6.85,1,8.76,1,n,n,n,1
Gentisic acid,6.98,"1,1","8.77,3.14",1,n,n,n,1
Gentisic acid,7.29,1,3.14,1,n,n,n,1
Glucaric acid,3.92,2,4.59,1,n,n,n,1
Glucaric acid,4.06,"1,1","4.51,3.08",1,n,n,n,1
Glucaric acid,4.09,1,4.62,1,n,n,n,1
Glucaric acid,4.12,1,3.03,1,n,n,n,1
Gluconic acid,4.027,2,2.63,1,n,n,n,1
Gluconic acid,4.123,1,3.4,1,n,n,n,1
Gluconolactone,4.03,1,3.2,1,n,n,n,1
Gluconolactone,4.12,1,3.69,1,n,n,n,1
Glucosamine 6-phosphate,5.45,1,3.57,10,n,n,n,1
Glucosamine 6-phosphate,4.94,1,8.42,3,n,n,n,1
Glucosamine 6-phosphate,3.89,2,9.88,9,n,n,n,1
Glucosamine 6-phosphate,3.31,"1,1","10.52,3.57 ",9,n,n,n,1
Glucosamine 6-phosphate,3.02,"1,1","10.41,8.49 ",5,n,n,n,1
Glucosamine 6-sulfate,2.96,"1,1","10.54,8.45",1,n,n,n,1
Glucosamine 6-sulfate,3.27,"1,1","10.59,3.60",1,n,n,n,1
Glucosamine 6-sulfate,3.66,"1,1","10.48,9.00",1,n,n,n,1
Glucosamine 6-sulfate,3.88,"1,1","10.48,9.27",1,n,n,n,1
Glucosamine 6-sulfate,4.08,"1,2","10.10,3.37",1,n,n,n,1
Glucosamine 6-sulfate,4.22,"1,1","11.25,5.20",1,n,n,n,1
Glucosamine 6-sulfate,4.27,1,3.74,2,n,n,n,1
Glucosamine 6-sulfate,4.33,"1,1","11.25,2.12",1,n,n,n,1
Glucosamine 6-sulfate,5.43,1,3.63,1,n,n,n,1
Glucosan,3.746,"1,1","7.70,5.83",2,n,n,n,1
Glucosan,4.082,"1,1","7.75,0.83",1,n,n,n,1
Glucosan,4.618,"1,1","5.82,1.05",1,n,n,n,1
